suite,scenario,scenario_file,seed,mode,planner,heuristic_weight,allocator,coordination_variant,makespan,total_path_length,avg_task_completion_time,wait_count,collision_count,replanning_count,general_replanning_count,micro_replanning_count,completed_tasks,total_tasks,task_completion_times,throughput,fairness_task_std,fairness_task_cv,tasks_completed_per_robot,congestion_heatmap,planner_expanded_nodes_total,planner_time_ms_total,planner_path_cost_total,delay_event_count,dynamic_block_replans
planner,narrow_corridor_swap,narrow_corridor_swap.json,17,coordinated,weighted_astar,1.4,hungarian,full,11,23,7.667,10,0,33,33,0,3,3,"{'T1': 11, 'T2': 9, 'T3': 3}",0.2727,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1}","{'4,1': 2, '5,1': 2, '0,2': 3, '1,2': 2, '2,2': 2, '3,2': 2, '4,2': 2, '5,2': 3, '6,2': 2, '7,2': 2, '8,2': 2, '9,2': 1, '5,3': 8}",159,2.205,117,0,0
planner,intersection_4way_crossing,intersection_4way_crossing.json,19,coordinated,astar,1.0,hungarian,full,10,36,9.25,4,0,40,40,0,4,4,"{'T1': 9, 'T2': 10, 'T3': 10, 'T4': 8}",0.4,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1, 'R4': 1}","{'4,0': 3, '4,1': 2, '4,2': 2, '4,3': 2, '5,3': 1, '0,4': 1, '1,4': 2, '2,4': 2, '3,4': 3, '4,4': 3, '5,4': 3, '6,4': 2, '7,4': 2, '8,4': 2, '4,5': 3, '5,5': 2, '4,6': 2, '4,7': 2, '4,8': 1}",302,3.948,191,0,0
planner,intersection_4way_crossing,intersection_4way_crossing.json,19,coordinated,dijkstra,1.0,hungarian,full,10,36,9.25,4,0,40,40,0,4,4,"{'T1': 9, 'T2': 10, 'T3': 10, 'T4': 8}",0.4,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1, 'R4': 1}","{'4,0': 3, '4,1': 2, '4,2': 2, '4,3': 2, '5,3': 1, '0,4': 1, '1,4': 2, '2,4': 2, '3,4': 3, '4,4': 3, '5,4': 3, '6,4': 2, '7,4': 2, '8,4': 2, '4,5': 3, '5,5': 2, '4,6': 2, '4,7': 2, '4,8': 1}",1988,21.211,191,0,0
planner,intersection_4way_crossing,intersection_4way_crossing.json,19,coordinated,weighted_astar,1.4,hungarian,full,10,36,9.25,4,0,40,40,0,4,4,"{'T1': 9, 'T2': 10, 'T3': 10, 'T4': 8}",0.4,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1, 'R4': 1}","{'4,0': 3, '4,1': 2, '4,2': 2, '4,3': 2, '5,3': 1, '0,4': 1, '1,4': 2, '2,4': 2, '3,4': 3, '4,4': 3, '5,4': 3, '6,4': 2, '7,4': 2, '8,4': 2, '4,5': 3, '5,5': 2, '4,6': 2, '4,7': 2, '4,8': 1}",260,4.563,191,0,0
planner,bottleneck_shelves,bottleneck_shelves.json,23,coordinated,astar,1.0,hungarian,full,33,125,21.375,40,0,165,165,0,8,8,"{'T1': 22, 'T2': 20, 'T3': 18, 'T4': 19, 'T5': 18, 'T6': 26, 'T7': 29, 'T8': 19}",0.2424,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 2}","{'2,0': 2, '3,0': 2, '4,0': 2, '5,0': 2, '6,0': 3, '7,0': 2, '8,0': 2, '9,0': 2, '10,0': 2, '11,0': 2, '12,0': 2, '0,1': 1, '1,1': 2, '2,1': 3, '6,1': 1, '12,1': 13, '13,1': 1, '0,2': 1, '2,2': 1, '4,2': 2, '8,2': 3, '13,2': 1, '0,3': 1, '2,3': 9, '3,3': 5, '4,3': 7, '5,3': 5, '6,3': 5, '7,3': 4, '8,3': 10, '9,3': 5, '10,3': 4, '11,3': 2, '12,3': 2, '13,3': 1, '0,4': 1, '2,4': 1, '6,4': 1, '12,4': 2, '13,4': 1, '0,5': 1, '1,5': 15, '2,5': 3, '6,5': 1, '12,5': 2, '13,5': 1, '0,6': 1, '2,6': 2, '6,6': 1, '12,6': 2, '13,6': 1, '2,7': 2, '3,7': 1, '4,7': 1, '5,7': 1, '6,7': 3, '7,7': 1, '8,7': 1, '9,7': 1, '10,7': 2, '11,7': 2, '12,7': 2}",1651,20.67,757,0,0
planner,bottleneck_shelves,bottleneck_shelves.json,23,coordinated,dijkstra,1.0,hungarian,full,35,141,23.5,34,0,175,175,0,8,8,"{'T1': 26, 'T2': 27, 'T3': 18, 'T4': 19, 'T5': 18, 'T6': 30, 'T7': 31, 'T8': 19}",0.2286,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 2, 'R5': 1}","{'1,0': 1, '2,0': 3, '3,0': 2, '4,0': 2, '5,0': 2, '6,0': 5, '7,0': 5, '8,0': 3, '9,0': 2, '10,0': 3, '11,0': 3, '12,0': 2, '0,1': 1, '1,1': 11, '2,1': 4, '6,1': 1, '12,1': 11, '13,1': 1, '0,2': 1, '1,2': 1, '2,2': 1, '4,2': 2, '6,2': 1, '8,2': 3, '13,2': 1, '0,3': 1, '1,3': 2, '2,3': 7, '3,3': 5, '4,3': 7, '5,3': 5, '6,3': 6, '7,3': 4, '8,3': 11, '9,3': 5, '10,3': 5, '11,3': 2, '12,3': 2, '13,3': 1, '0,4': 1, '1,4': 2, '6,4': 1, '12,4': 2, '13,4': 1, '0,5': 1, '1,5': 2, '2,5': 2, '6,5': 1, '12,5': 2, '13,5': 1, '0,6': 1, '2,6': 2, '6,6': 1, '12,6': 2, '13,6': 1, '2,7': 2, '3,7': 1, '4,7': 1, '5,7': 1, '6,7': 3, '7,7': 1, '8,7': 1, '9,7': 1, '10,7': 2, '11,7': 2, '12,7': 2}",20117,213.123,854,0,0
planner,bottleneck_shelves,bottleneck_shelves.json,23,coordinated,weighted_astar,1.4,hungarian,full,33,125,21.375,40,0,165,165,0,8,8,"{'T1': 22, 'T2': 20, 'T3': 18, 'T4': 19, 'T5': 18, 'T6': 26, 'T7': 29, 'T8': 19}",0.2424,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 2}","{'2,0': 2, '3,0': 2, '4,0': 2, '5,0': 2, '6,0': 3, '7,0': 2, '8,0': 2, '9,0': 2, '10,0': 2, '11,0': 2, '12,0': 2, '0,1': 1, '1,1': 2, '2,1': 3, '6,1': 1, '12,1': 13, '13,1': 1, '0,2': 1, '2,2': 1, '4,2': 2, '8,2': 3, '13,2': 1, '0,3': 1, '2,3': 9, '3,3': 5, '4,3': 7, '5,3': 5, '6,3': 5, '7,3': 4, '8,3': 10, '9,3': 5, '10,3': 4, '11,3': 2, '12,3': 2, '13,3': 1, '0,4': 1, '2,4': 1, '6,4': 1, '12,4': 2, '13,4': 1, '0,5': 1, '1,5': 15, '2,5': 3, '6,5': 1, '12,5': 2, '13,5': 1, '0,6': 1, '2,6': 2, '6,6': 1, '12,6': 2, '13,6': 1, '2,7': 2, '3,7': 1, '4,7': 1, '5,7': 1, '6,7': 3, '7,7': 1, '8,7': 1, '9,7': 1, '10,7': 2, '11,7': 2, '12,7': 2}",1205,10.533,757,0,0
planner,high_load_6r_30t,high_load_6r_30t.json,29,coordinated,astar,1.0,hungarian,full,117,635,52.933,67,0,702,702,0,30,30,"{'T1': 25, 'T10': 76, 'T11': 79, 'T12': 23, 'T13': 64, 'T14': 69, 'T15': 27, 'T16': 51, 'T17': 46, 'T18': 29, 'T19': 93, 'T2': 31, 'T20': 101, 'T21': 34, 'T22': 81, 'T23': 96, 'T24': 36, 'T25': 69, 'T26': 69, 'T27': 26, 'T28': 50, 'T29': 45, 'T3': 13, 'T30': 28, 'T4': 18, 'T5': 18, 'T6': 25, 'T7': 108, 'T8': 114, 'T9': 44}",0.2564,0.5774,0.1155,"{'R1': 5, 'R2': 6, 'R3': 5, 'R4': 5, 'R5': 5, 'R6': 4}","{'0,0': 2, '1,0': 2, '2,0': 2, '3,0': 2, '4,0': 2, '5,0': 2, '6,0': 2, '7,0': 2, '8,0': 2, '9,0': 2, '10,0': 2, '11,0': 3, '12,0': 2, '13,0': 3, '14,0': 3, '15,0': 2, '0,1': 3, '1,1': 3, '2,1': 3, '3,1': 3, '11,1': 2, '13,1': 3, '14,1': 4, '15,1': 3, '0,2': 4, '1,2': 4, '2,2': 2, '3,2': 5, '4,2': 5, '5,2': 5, '6,2': 5, '7,2': 5, '8,2': 5, '9,2': 5, '10,2': 5, '11,2': 7, '12,2': 3, '13,2': 6, '14,2': 4, '15,2': 3, '0,3': 4, '1,3': 3, '11,3': 4, '13,3': 6, '14,3': 4, '15,3': 3, '0,4': 4, '1,4': 3, '11,4': 5, '13,4': 6, '14,4': 4, '15,4': 3, '0,5': 8, '1,5': 7, '2,5': 5, '3,5': 6, '4,5': 6, '5,5': 6, '6,5': 5, '7,5': 5, '8,5': 5, '9,5': 6, '10,5': 19, '11,5': 13, '12,5': 6, '13,5': 9, '14,5': 7, '15,5': 5, '0,6': 8, '1,6': 9, '3,6': 1, '5,6': 1, '9,6': 1, '11,6': 5, '13,6': 3, '14,6': 5, '15,6': 5, '0,7': 8, '1,7': 7, '2,7': 3, '3,7': 11, '4,7': 10, '5,7': 11, '6,7': 9, '7,7': 9, '8,7': 9, '9,7': 11, '10,7': 9, '11,7': 20, '12,7': 5, '13,7': 8, '14,7': 8, '15,7': 5, '0,8': 8, '1,8': 8, '2,8': 8, '3,8': 7, '5,8': 3, '9,8': 2, '13,8': 7, '14,8': 13, '15,8': 3, '0,9': 34, '1,9': 8, '2,9': 9, '3,9': 9, '4,9': 9, '5,9': 11, '6,9': 9, '7,9': 9, '8,9': 9, '9,9': 11, '10,9': 9, '11,9': 9, '12,9': 10, '13,9': 10, '14,9': 5, '15,9': 2}",10361,122.75,4909,0,0
planner,high_load_6r_30t,high_load_6r_30t.json,29,coordinated,dijkstra,1.0,hungarian,full,117,637,53.2,65,0,702,702,0,30,30,"{'T1': 25, 'T10': 76, 'T11': 79, 'T12': 23, 'T13': 64, 'T14': 69, 'T15': 27, 'T16': 53, 'T17': 46, 'T18': 29, 'T19': 93, 'T2': 31, 'T20': 103, 'T21': 34, 'T22': 81, 'T23': 96, 'T24': 36, 'T25': 71, 'T26': 69, 'T27': 28, 'T28': 50, 'T29': 45, 'T3': 13, 'T30': 28, 'T4': 18, 'T5': 18, 'T6': 25, 'T7': 108, 'T8': 114, 'T9': 44}",0.2564,0.5774,0.1155,"{'R1': 5, 'R2': 6, 'R3': 5, 'R4': 5, 'R5': 5, 'R6': 4}","{'0,0': 2, '1,0': 2, '2,0': 2, '3,0': 2, '4,0': 2, '5,0': 2, '6,0': 2, '7,0': 2, '8,0': 2, '9,0': 2, '10,0': 2, '11,0': 3, '12,0': 2, '13,0': 3, '14,0': 3, '15,0': 2, '0,1': 3, '1,1': 3, '2,1': 3, '3,1': 3, '11,1': 2, '13,1': 3, '14,1': 4, '15,1': 3, '0,2': 4, '1,2': 4, '2,2': 2, '3,2': 5, '4,2': 5, '5,2': 5, '6,2': 5, '7,2': 5, '8,2': 5, '9,2': 5, '10,2': 5, '11,2': 7, '12,2': 3, '13,2': 6, '14,2': 4, '15,2': 3, '0,3': 4, '1,3': 3, '11,3': 4, '13,3': 6, '14,3': 4, '15,3': 3, '0,4': 4, '1,4': 3, '11,4': 5, '13,4': 6, '14,4': 4, '15,4': 3, '0,5': 8, '1,5': 7, '2,5': 5, '3,5': 7, '4,5': 7, '5,5': 7, '6,5': 6, '7,5': 6, '8,5': 6, '9,5': 7, '10,5': 20, '11,5': 14, '12,5': 6, '13,5': 9, '14,5': 7, '15,5': 5, '0,6': 8, '1,6': 7, '3,6': 1, '5,6': 1, '7,6': 1, '9,6': 1, '11,6': 6, '13,6': 3, '14,6': 5, '15,6': 5, '0,7': 8, '1,7': 7, '2,7': 3, '3,7': 8, '4,7': 7, '5,7': 9, '6,7': 7, '7,7': 8, '8,7': 7, '9,7': 9, '10,7': 8, '11,7': 20, '12,7': 5, '13,7': 8, '14,7': 10, '15,7': 5, '0,8': 8, '1,8': 8, '2,8': 8, '3,8': 7, '5,8': 3, '9,8': 2, '13,8': 4, '14,8': 13, '15,8': 3, '0,9': 34, '1,9': 8, '2,9': 9, '3,9': 10, '4,9': 10, '5,9': 12, '6,9': 10, '7,9': 10, '8,9': 10, '9,9': 12, '10,9': 9, '11,9': 9, '12,9': 10, '13,9': 10, '14,9': 6, '15,9': 2}",199769,4371.482,4918,0,0
planner,high_load_6r_30t,high_load_6r_30t.json,29,coordinated,weighted_astar,1.4,hungarian,full,117,635,52.933,67,0,702,702,0,30,30,"{'T1': 25, 'T10': 76, 'T11': 79, 'T12': 23, 'T13': 64, 'T14': 69, 'T15': 27, 'T16': 51, 'T17': 46, 'T18': 29, 'T19': 93, 'T2': 31, 'T20': 101, 'T21': 34, 'T22': 81, 'T23': 96, 'T24': 36, 'T25': 69, 'T26': 69, 'T27': 26, 'T28': 50, 'T29': 45, 'T3': 13, 'T30': 28, 'T4': 18, 'T5': 18, 'T6': 25, 'T7': 108, 'T8': 114, 'T9': 44}",0.2564,0.5774,0.1155,"{'R1': 5, 'R2': 6, 'R3': 5, 'R4': 5, 'R5': 5, 'R6': 4}","{'0,0': 2, '1,0': 2, '2,0': 2, '3,0': 2, '4,0': 2, '5,0': 2, '6,0': 2, '7,0': 2, '8,0': 2, '9,0': 2, '10,0': 2, '11,0': 3, '12,0': 2, '13,0': 3, '14,0': 3, '15,0': 2, '0,1': 3, '1,1': 3, '2,1': 3, '3,1': 3, '11,1': 2, '13,1': 3, '14,1': 4, '15,1': 3, '0,2': 4, '1,2': 4, '2,2': 2, '3,2': 5, '4,2': 5, '5,2': 5, '6,2': 5, '7,2': 5, '8,2': 5, '9,2': 5, '10,2': 5, '11,2': 7, '12,2': 3, '13,2': 6, '14,2': 4, '15,2': 3, '0,3': 4, '1,3': 3, '11,3': 4, '13,3': 6, '14,3': 4, '15,3': 3, '0,4': 4, '1,4': 3, '11,4': 5, '13,4': 6, '14,4': 4, '15,4': 3, '0,5': 8, '1,5': 7, '2,5': 5, '3,5': 6, '4,5': 6, '5,5': 6, '6,5': 5, '7,5': 5, '8,5': 5, '9,5': 6, '10,5': 19, '11,5': 13, '12,5': 6, '13,5': 9, '14,5': 7, '15,5': 5, '0,6': 8, '1,6': 9, '3,6': 1, '5,6': 1, '9,6': 1, '11,6': 5, '13,6': 3, '14,6': 5, '15,6': 5, '0,7': 8, '1,7': 7, '2,7': 3, '3,7': 11, '4,7': 10, '5,7': 11, '6,7': 9, '7,7': 9, '8,7': 9, '9,7': 11, '10,7': 9, '11,7': 20, '12,7': 5, '13,7': 8, '14,7': 8, '15,7': 5, '0,8': 8, '1,8': 8, '2,8': 8, '3,8': 7, '5,8': 3, '9,8': 2, '13,8': 7, '14,8': 13, '15,8': 3, '0,9': 34, '1,9': 8, '2,9': 9, '3,9': 9, '4,9': 9, '5,9': 11, '6,9': 9, '7,9': 9, '8,9': 9, '9,9': 11, '10,9': 9, '11,9': 9, '12,9': 10, '13,9': 10, '14,9': 5, '15,9': 2}",5996,98.31,4909,0,0
planner,dynamic_obstacle,dynamic_obstacle.json,31,coordinated,astar,1.0,hungarian,full,11,38,9.5,6,0,44,44,0,4,4,"{'T1': 8, 'T2': 10, 'T3': 10, 'T4': 10}",0.3636,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1, 'R4': 1}","{'4,0': 1, '5,0': 1, '6,0': 1, '7,0': 1, '8,0': 1, '9,0': 1, '1,1': 1, '2,1': 1, '3,1': 1, '4,1': 1, '9,1': 1, '4,2': 1, '5,2': 1, '6,2': 1, '1,3': 2, '2,3': 2, '3,3': 2, '4,3': 2, '5,3': 1, '6,3': 2, '7,3': 2, '8,3': 2, '9,3': 4, '4,4': 1, '5,4': 1, '6,4': 1, '1,5': 1, '2,5': 1, '3,5': 1, '4,5': 1, '6,5': 1, '7,5': 1, '8,5': 1, '9,5': 1}",483,7.527,197,0,8
planner,dynamic_obstacle,dynamic_obstacle.json,31,coordinated,dijkstra,1.0,hungarian,full,12,42,10.5,6,0,48,48,0,4,4,"{'T1': 10, 'T2': 12, 'T3': 10, 'T4': 10}",0.3333,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1, 'R4': 1}","{'1,0': 1, '2,0': 1, '3,0': 1, '4,0': 1, '5,0': 1, '6,0': 1, '7,0': 1, '8,0': 1, '9,0': 1, '1,1': 1, '9,1': 2, '2,2': 1, '3,2': 1, '4,2': 1, '5,2': 1, '6,2': 1, '7,2': 1, '8,2': 1, '9,2': 2, '1,3': 1, '2,3': 2, '3,3': 1, '4,3': 1, '7,3': 1, '8,3': 1, '9,3': 4, '4,4': 2, '5,4': 2, '6,4': 2, '7,4': 2, '8,4': 1, '9,4': 1, '1,5': 2, '2,5': 1, '3,5': 1, '4,5': 1, '9,5': 1}",5869,64.011,233,0,12
planner,dynamic_obstacle,dynamic_obstacle.json,31,coordinated,weighted_astar,1.4,hungarian,full,11,38,9.5,6,0,44,44,0,4,4,"{'T1': 8, 'T2': 10, 'T3': 10, 'T4': 10}",0.3636,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1, 'R4': 1}","{'4,0': 1, '5,0': 1, '6,0': 1, '7,0': 1, '8,0': 1, '9,0': 1, '1,1': 1, '2,1': 1, '3,1': 1, '4,1': 1, '9,1': 1, '4,2': 1, '5,2': 1, '6,2': 1, '1,3': 2, '2,3': 2, '3,3': 2, '4,3': 2, '5,3': 1, '6,3': 2, '7,3': 2, '8,3': 2, '9,3': 4, '4,4': 1, '5,4': 1, '6,4': 1, '1,5': 1, '2,5': 1, '3,5': 1, '4,5': 1, '6,5': 1, '7,5': 1, '8,5': 1, '9,5': 1}",279,5.006,197,0,8
coordination,bottleneck_shelves,bottleneck_shelves.json,23,coordinated,astar,1.0,greedy,vertex_only,219,107,21.2,993,0,1694,1100,594,5,8,"{'T3': 22, 'T4': 19, 'T5': 16, 'T6': 26, 'T8': 23}",0.0228,0.8944,0.8944,"{'R1': 0, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 0}","{'2,0': 1, '3,0': 1, '4,0': 1, '5,0': 1, '6,0': 208, '7,0': 208, '8,0': 1, '9,0': 1, '10,0': 1, '11,0': 1, '12,0': 1, '0,1': 1, '1,1': 2, '2,1': 2, '12,1': 1, '13,1': 1, '0,2': 1, '1,2': 1, '2,2': 194, '10,2': 1, '13,2': 1, '0,3': 1, '1,3': 1, '2,3': 198, '3,3': 5, '4,3': 4, '5,3': 4, '6,3': 4, '7,3': 3, '8,3': 195, '9,3': 4, '10,3': 4, '11,3': 2, '12,3': 2, '13,3': 1, '0,4': 1, '1,4': 1, '2,4': 2, '6,4': 1, '12,4': 2, '13,4': 1, '0,5': 1, '1,5': 2, '2,5': 3, '6,5': 1, '12,5': 2, '13,5': 1, '0,6': 1, '2,6': 2, '6,6': 1, '12,6': 2, '13,6': 1, '2,7': 2, '3,7': 1, '4,7': 1, '5,7': 1, '6,7': 3, '7,7': 1, '8,7': 1, '9,7': 1, '10,7': 2, '11,7': 2, '12,7': 2}",71055,563.652,5150,0,0
coordination,bottleneck_shelves,bottleneck_shelves.json,23,coordinated,astar,1.0,greedy,static_priority,219,130,21.714,970,0,1100,1100,0,7,8,"{'T1': 20, 'T2': 27, 'T3': 18, 'T4': 19, 'T5': 18, 'T6': 26, 'T8': 24}",0.032,0.4899,0.3499,"{'R1': 2, 'R2': 1, 'R3': 2, 'R4': 1, 'R5': 1}","{'2,0': 3, '3,0': 2, '4,0': 2, '5,0': 2, '6,0': 2, '7,0': 2, '8,0': 3, '9,0': 2, '10,0': 2, '11,0': 2, '12,0': 2, '0,1': 1, '1,1': 196, '2,1': 5, '8,1': 3, '12,1': 2, '13,1': 1, '0,2': 1, '1,2': 1, '2,2': 194, '4,2': 1, '12,2': 196, '13,2': 1, '0,3': 1, '1,3': 1, '2,3': 196, '3,3': 4, '4,3': 5, '5,3': 4, '6,3': 4, '7,3': 3, '8,3': 194, '9,3': 4, '10,3': 3, '11,3': 5, '12,3': 5, '13,3': 1, '0,4': 1, '1,4': 1, '2,4': 1, '6,4': 1, '12,4': 4, '13,4': 1, '0,5': 1, '1,5': 2, '2,5': 3, '6,5': 1, '12,5': 3, '13,5': 1, '0,6': 1, '2,6': 2, '6,6': 1, '12,6': 2, '13,6': 1, '2,7': 2, '3,7': 1, '4,7': 1, '5,7': 1, '6,7': 3, '7,7': 1, '8,7': 1, '9,7': 1, '10,7': 2, '11,7': 2, '12,7': 2}",5411,71.864,2603,0,0
coordination,bottleneck_shelves,bottleneck_shelves.json,23,coordinated,astar,1.0,greedy,no_micro_replan,36,137,23.25,43,1,180,180,0,8,8,"{'T1': 22, 'T2': 20, 'T3': 18, 'T4': 19, 'T5': 18, 'T6': 33, 'T7': 32, 'T8': 24}",0.2222,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 2}","{'2,0': 2, '3,0': 2, '4,0': 2, '5,0': 2, '6,0': 3, '7,0': 2, '8,0': 2, '9,0': 2, '10,0': 2, '11,0': 2, '12,0': 2, '0,1': 1, '1,1': 2, '2,1': 3, '6,1': 1, '12,1': 16, '13,1': 1, '0,2': 1, '2,2': 1, '4,2': 1, '6,2': 1, '8,2': 3, '12,2': 1, '13,2': 1, '0,3': 1, '2,3': 5, '3,3': 5, '4,3': 6, '5,3': 5, '6,3': 8, '7,3': 6, '8,3': 9, '9,3': 5, '10,3': 5, '11,3': 4, '12,3': 5, '13,3': 1, '0,4': 1, '2,4': 1, '6,4': 1, '12,4': 4, '13,4': 1, '0,5': 1, '1,5': 18, '2,5': 3, '6,5': 1, '12,5': 3, '13,5': 1, '0,6': 1, '2,6': 2, '6,6': 1, '12,6': 2, '13,6': 1, '2,7': 2, '3,7': 1, '4,7': 1, '5,7': 1, '6,7': 3, '7,7': 1, '8,7': 1, '9,7': 1, '10,7': 2, '11,7': 2, '12,7': 2}",1628,21.99,796,0,0
coordination,bottleneck_shelves,bottleneck_shelves.json,23,coordinated,astar,1.0,greedy,full,36,137,23.25,43,0,182,180,2,8,8,"{'T1': 22, 'T2': 20, 'T3': 18, 'T4': 19, 'T5': 18, 'T6': 33, 'T7': 32, 'T8': 24}",0.2222,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 2}","{'2,0': 2, '3,0': 2, '4,0': 2, '5,0': 2, '6,0': 3, '7,0': 2, '8,0': 2, '9,0': 2, '10,0': 2, '11,0': 2, '12,0': 2, '0,1': 1, '1,1': 2, '2,1': 3, '6,1': 1, '12,1': 16, '13,1': 1, '0,2': 1, '2,2': 1, '4,2': 1, '6,2': 1, '8,2': 3, '12,2': 1, '13,2': 1, '0,3': 1, '2,3': 5, '3,3': 5, '4,3': 6, '5,3': 5, '6,3': 8, '7,3': 6, '8,3': 9, '9,3': 5, '10,3': 5, '11,3': 4, '12,3': 5, '13,3': 1, '0,4': 1, '2,4': 1, '6,4': 1, '12,4': 4, '13,4': 1, '0,5': 1, '1,5': 18, '2,5': 3, '6,5': 1, '12,5': 3, '13,5': 1, '0,6': 1, '2,6': 2, '6,6': 1, '12,6': 2, '13,6': 1, '2,7': 2, '3,7': 1, '4,7': 1, '5,7': 1, '6,7': 3, '7,7': 1, '8,7': 1, '9,7': 1, '10,7': 2, '11,7': 2, '12,7': 2}",1634,21.771,800,0,0
coordination,high_load_6r_30t,high_load_6r_30t.json,29,coordinated,astar,1.0,greedy,vertex_only,449,766,67.407,1934,0,3378,2700,678,27,30,"{'T1': 25, 'T10': 37, 'T11': 45, 'T12': 50, 'T13': 60, 'T14': 75, 'T15': 66, 'T16': 67, 'T17': 73, 'T18': 75, 'T19': 101, 'T2': 31, 'T21': 84, 'T22': 92, 'T23': 93, 'T24': 96, 'T25': 115, 'T26': 134, 'T29': 118, 'T3': 13, 'T30': 130, 'T4': 18, 'T5': 18, 'T6': 25, 'T7': 52, 'T8': 72, 'T9': 55}",0.0601,0.7638,0.1697,"{'R1': 5, 'R2': 3, 'R3': 5, 'R4': 4, 'R5': 5, 'R6': 5}","{'0,0': 6, '1,0': 8, '2,0': 10, '3,0': 9, '4,0': 9, '5,0': 7, '6,0': 7, '7,0': 6, '8,0': 6, '9,0': 6, '10,0': 5, '11,0': 5, '12,0': 3, '13,0': 3, '14,0': 3, '15,0': 2, '0,1': 4, '1,1': 3, '2,1': 6, '3,1': 4, '9,1': 1, '11,1': 2, '13,1': 2, '14,1': 4, '15,1': 3, '0,2': 5, '1,2': 5, '2,2': 5, '3,2': 7, '4,2': 7, '5,2': 7, '6,2': 7, '7,2': 7, '8,2': 7, '9,2': 8, '10,2': 8, '11,2': 11, '12,2': 7, '13,2': 6, '14,2': 4, '15,2': 3, '0,3': 5, '1,3': 2, '11,3': 6, '13,3': 4, '14,3': 4, '15,3': 3, '0,4': 5, '1,4': 2, '11,4': 6, '13,4': 4, '14,4': 4, '15,4': 3, '0,5': 7, '1,5': 4, '2,5': 5, '3,5': 8, '4,5': 8, '5,5': 8, '6,5': 7, '7,5': 7, '8,5': 7, '9,5': 8, '10,5': 8, '11,5': 14, '12,5': 7, '13,5': 327, '14,5': 6, '15,5': 5, '0,6': 7, '1,6': 2, '5,6': 1, '7,6': 2, '9,6': 1, '11,6': 7, '13,6': 4, '14,6': 4, '15,6': 5, '0,7': 314, '1,7': 7, '2,7': 6, '3,7': 13, '4,7': 12, '5,7': 13, '6,7': 11, '7,7': 343, '8,7': 343, '9,7': 344, '10,7': 10, '11,7': 10, '12,7': 3, '13,7': 7, '14,7': 6, '15,7': 5, '0,8': 10, '1,8': 7, '2,8': 9, '3,8': 8, '5,8': 1, '9,8': 1, '13,8': 7, '14,8': 5, '15,8': 3, '0,9': 314, '1,9': 10, '2,9': 10, '3,9': 10, '4,9': 10, '5,9': 12, '6,9': 10, '7,9': 10, '8,9': 10, '9,9': 12, '10,9': 10, '11,9': 10, '12,9': 11, '13,9': 11, '14,9': 5, '15,9': 2}",114494,1021.387,13604,0,0
